age spr agi dri bc sho hei wei apl
12 3.69 9.43 12.06 11.88 999 140 35 3
11 3.62 8.32 12.31 13.5 17 147 35.5 3
12 3.76 8.78 11.51 11.24 17 146 38.6 3
11 3.97 8.97 11.08 11.24 20 154 37 3
11 3.23 8.12 11.65 12.7 15 151 36.5 3
12 3.54 8.38 11.4 10.57 999 152 39 3
11 3.84 8.57 11.8 12.6 16 150 39 2
11 3.48 8.1 12.21 9.8 15 159 39 3
11 3.96 8.82 11.5 10.6 19 149 35 3
11 4.07 9.17 12.76 15.1 17 133 31 3
11 3.62 8.4 12.54 11.2 16 151 35.5 3
11 4.06 9.4 13.97 12.9 21 143 35 3
12 4.02 9.44 12.01 14.78 20 155 35.1 3
11 3.69 8.23 11.78 12 22 150 36.5 3
11 3.65 8.22 11.17 11.82 22 143 37 3
12 3.3 8.27 10.18 999 19 153 44 3
12 3.78 8.74 11.78 11.17 22 150 45.3 3
11 3.68 9.32 12.03 11.1 13 154 41 3
11 3.57 8.69 10.81 11 20 145 30.5 3
12 3.86 8.48 11.82 12.85 19 150 32.6 3
11 3.54 8.4 11.8 11.4 17 152 35 3
11 3.88 8.81 11.33 12.3 10 150 38 3
11 3.52 8.76 13.2 14.48 17 153 39 3
12 3.61 8.74 13.04 12.3 19 151 38.5 3
11 3.66 8.53 12.09 11 19 140 31 3
11 3.63 8.74 11.84 10.93 14 144 33 3
11 3.72 7.86 13.42 11.56 25 132 27 3
12 4.07 9.93 12.22 13.2 11 144 40 3
12 3.7 8.69 12.08 11 22 150 35 3
11 3.59 8.5 10.75 11.56 21 149 35 3
12 3.52 8.49 10.86 11.76 25 154 39.9 3
12 3.68 8.48 11.94 12.08 21 154 36 3
12 3.53 8.29 11.59 14.48 20 146 37.2 3
11 3.48 8.32 11.32 12.63 19 143 35 3
11 3.63 8.89 13.36 10.8 16 157 52 3
11 3.33 8.26 12.57 999 25 142 36.5 3
11 3.46 8.71 11.06 11.33 19 147 37 3
11 3.82 9.48 13.47 13 12 145 38 3
11 3.56 8.42 12.06 13.54 20 143 32.9 3
11 3.78 8.58 11.18 11.7 5 157 38 2
11 3.66 8.54 12.49 10.61 999 136 30.9 3
11 4.06 8.7 13.01 16 15 155 40 3
11 3.84 9.5 12.38 10.1 9 143 32 3
11 4.04 8.94 13.8 14.84 21 152 46 3
12 3.64 8.28 12.99 14 19 141 35.5 3
11 3.74 9.07 12.36 13.1 9 143 36 3
11 3.63 8.34 11.28 12.78 21 144 34 3
11 3.81 8.93 12.07 11.58 18 147 39.4 3
11 3.58 8.2 11.68 11.14 17 141 34 2
11 3.68 8.24 11.26 10.72 19 150 34.3 3
12 3.29 8.14 10.69 12.75 18 154 41 3
11 4.02 8.6 12.68 12.08 20 143 37.4 3
12 3.49 8.66 13.18 11.71 21 151 38 3
11 3.8 8.34 15.44 9.88 19 151 39.4 3
12 3.5 8.38 11.59 12.13 19 155 36.4 3
11 3.77 9.03 13.57 12.18 22 153 37.4 3
11 3.69 8.14 10.56 9.88 21 144 35 3
11 3.69 8.1 9.99 9.93 20 152 43.3 3
11 3.44 8.28 11.1 9.83 23 152 40.7 3
11 3.58 8.59 10.57 10.19 19 144 32.2 3
11 3.7 8.49 12.01 14.17 22 145 33.6 3
11 3.56 9.09 12.78 17.05 16 161 50 3
11 3.68 8.57 11.72 11.13 21 146 33.4 3
12 3.7 8.54 12.24 14.06 21 141 32.2 3
12 3.76 9.11 13.58 14.63 25 139 31 3
11 3.61 8.54 12.1 13.79 25 151 39 3
12 3.82 9.23 13.63 14.27 25 135 30 3
11 3.82 8.77 12.41 13.72 19 160 47.8 3
12 3.54 8.51 11.48 11.38 19 139 32.6 3
12 3.56 8.51 11.59 9.81 14 144 31 3
11 3.56 9.18 11.28 12.45 11 147 36.5 3
12 3.51 8.72 11.54 10.46 19 150 38 3
12 3.8 8.93 12.2 13.44 16 154 42.1 3
12 3.72 9.38 13.28 13.61 23 152 45 3
11 3.57 8.59 11.88 11.4 12 151 41.6 3
11 3.78 9.49 15.33 14.1 19 145 36 3
11 3.65 8.52 11.33 10.77 23 146 35 3
11 3.59 9.16 13.44 9.9 12 144 35.5 3
12 3.57 9.31 13.2 14.09 15 144 34 3
12 3.46 8.82 11.68 11.58 17 156 41 2
12 3.84 8.73 13.24 14.67 15 143 39.9 3
12 3.65 8.7 12.35 12.83 23 149 34 3
11 3.52 8.69 10.82 12.13 20 150 34 3
11 3.68 9.65 11.24 11.26 19 150 38 3
11 3.68 8.7 13.47 15.11 21 137 29 3
11 3.5 9.28 15.28 14.15 14 151 38 3
11 3.26 8.57 11.98 9.94 14 157 40 2
11 3.58 7.6 11.64 9.99 12 151 37 3
11 3.47 8.12 10.64 11.62 20 153 43 3
11 3.7 8.33 12.14 12.6 23 156 54 3
12 3.78 7.99 11.68 14.38 17 146 36 3
11 3.94 8.82 11.2 14.26 17 140 39 3
12 3.87 8.56 11.2 12.91 16 156 44 3
11 3.69 8.94 13.2 20 18 162 47.2 3
11 3.57 7.78 10.51 12.78 17 143 36 3
11 3.53 8.52 13.5 20 20 150 35.6 2
11 3.7 8.38 11.66 20 18 146 36.7 3
12 3.66 8.91 12.21 20 21 144 36.7 2
11 3.47 7.92 11.48 12.65 15 152 39 3
11 3.54 8.54 11.72 20 23 142 34.4 3
12 3.8 8.82 12.53 13.78 21 150 38 3
11 3.9 8.91 12.31 20 20 137 35.6 3
11 3.92 8.66 11.26 20 14 145 45.7 3
11 3.76 8.67 12.16 20 19 131 27.9 3
12 3.72 8.84 11.88 20 19 146 36.3 3
12 3.5 8.39 11.58 9.81 15 165 55 3
11 3.68 8.38 12.81 20 18 149 36.7 3
12 4.22 9.12 11.96 10.72 18 163 53 3
12 3.5 8.18 11.92 20 16 148 32.6 3
11 3.96 8.19 11.87 15.45 19 150 41 3
11 3.72 8.41 12.5 19.1 19 145 36.7 2
11 3.66 9.3 14.97 20 23 144 34 3
11 3.72 8.83 15.06 20 18 155 42.8 3
11 3.82 8.94 13.44 20 20 155 38.1 3
12 3.49 8.18 11.49 10.28 20 154 43.3 2
11 3.57 8.22 11.98 12.81 18 152 48.8 3
11 3.86 8.66 11.8 18.13 20 145 30 3
11 3.51 7.76 10.68 11.27 13 151 39.3 3
12 3.46 7.97 11.91 11.91 14 142 31.1 3
12 3.82 8.82 12.37 19.74 15 150 38 3
12 4.04 999 12.52 11.64 21 149 30 3
11 3.7 8.63 12.32 17.99 20 144 32 3
11 4.07 9.53 999 12.4 23 154 46.8 3
12 3.81 8.76 11.61 19.33 999 152 34 3
11 3.79 9.3 11.99 19.25 23 152 33 3
11 3.76 8.99 12.17 10.14 25 147 30 3
11 3.71 8.2 11.08 18.21 17 144 34 3
12 3.78 8.82 11.57 10.01 11 162 54.3 3
12 3.96 9.18 12.56 19.48 20 135 30 3
11 3.89 8.92 12.18 19.17 23 133 32 3
11 3 9.01 11.44 18.61 22 150 37 3
11 3.66 8.16 11.69 9.31 14 151 38.8 3
11 3.81 9.14 12.6 10.09 15 156 40 3
11 3.8 9.22 12.2 11.64 23 145 32 3
11 3.61 8.3 12.74 10.71 20 142 30.2 3
11 3.97 8.4 12.53 17.04 22 133 26 3
12 3.93 9.01 12.18 11.15 15 153 41 3
11 3.71 8.02 11.21 10.8 9 145 38 3
12 3.63 7.79 11.56 10.32 15 144 35 3
11 3.65 9.99 14.78 11.12 19 148 36 3
12 3.68 8.7 13.78 18.37 17 148 38 3
12 3.81 7.42 10.58 11.5 15 147 43 3
12 3.81 9.33 13.68 10.57 18 141 35 3
11 3.72 8.34 11.93 11.27 15 147 35.4 3
11 3.89 8.16 12.17 12.77 18 136 32 3
11 3.71 7.94 11.46 14.21 12 136 31 3
12 3.63 8.28 12 12.41 18 163 51.8 3
11 3.9 8.58 11.33 13.51 22 147 37 3
12 3.86 8.14 11.92 14.56 10 134 30 3
11 3.83 8.54 11.17 10.88 12 151 43.6 3
12 4.06 8.28 11.07 11.52 18 142 29 3
11 3.97 8.02 13.01 12.16 22 132 28 3
12 3.8 8.51 11.28 10.44 6 140 35 3
11 3.92 8.16 11.7 11.34 15 133 35 3
11 3.92 8.33 14.43 15.32 13 141 34.5 3
11 3.82 8.28 11.18 13.09 23 146 36.7 3
12 3.54 8.13 13.93 13.84 17 141 35 3
11 3.98 8.02 11.87 14.31 10 146 36.5 3
12 3.71 7.6 10.36 11.88 18 146 36 3
12 3.5 8.78 12.87 19.29 999 152 41 3
12 3.61 8.11 11.72 12.46 10 149 39.5 3
12 3.86 9.06 999 999 19 151 44 3
12 3.76 8.62 12.17 12.29 14 140 33 3
11 3.72 8.12 10.42 10.77 11 146 35 3
11 3.39 8.17 11.84 10.25 7 159 42 2
11 3.43 7.81 10.56 10.14 9 151 37 3
11 4.02 8.16 10.82 11.08 8 139 40 3
11 4.12 8.63 14.9 13.12 19 155 42 3
12 3.7 8.14 11.97 13.07 7 146 34 3
12 3.98 8.31 12.03 11.69 11 142 31 3
12 3.68 8.22 11.12 11.56 11 144 34 3
11 3.86 8.47 11.8 13 16 144 35 3
11 3.96 8.07 12.3 999 12 141 31 3
11 3.68 8.96 11.64 10.81 5 143 37 3
11 3.9 8.41 10.83 12.33 5 147 37 3
11 3.86 8.12 10.14 10.87 9 145 39 3
11 3.64 8.26 11.28 11.31 12 147 37 3
11 3.79 9.49 13.98 11.52 999 138 35 3
11 3.88 8.09 11.68 10.82 11 158 40 3
11 3.72 7.8 14.5 10.28 16 152 38 3
12 3.74 8.25 10.66 10.81 11 156 45 3
12 3.46 8.74 12.45 10.64 999 145 36 3
12 3.71 9.07 15.6 13.22 999 140 30 3
12 3.24 8.54 12.13 13.28 999 150 34 3
11 3.32 8.5 11.63 12.44 999 149 36 3
11 3.6 9.44 13.02 13.02 999 156 41 3
11 3.61 8.42 11.92 11.68 999 134 32 3
12 3.48 8.43 11.3 12.52 999 147 36 2
11 3.52 8.26 11.44 12.66 999 141 41 3
12 3.54 8.84 13.1 14 999 154 34 3
11 3.31 8.13 10.75 9.57 999 140 37 2
12 3.38 8.81 12.94 11.88 999 150 33 3
11 3.86 9.34 12.41 14.22 999 159 49 3
11 3.34 8.56 11.78 9.72 999 140 30 3
11 3.7 9.21 11.33 15 18 156 42 3
11 3.67 8.87 11.92 999 18 145 35 3
11 3.96 8.8 11.84 999 20 127 26 3
11 3.86 8.68 13 10 12 155 44 3
12 3.7 8.56 11.94 12 13 162 42 3
11 3.63 8.12 11.08 10 20 139 35 3
12 3.96 8.49 11.42 999 17 145 30 3
11 3.51 7.99 11.9 14 19 142 33 3
11 3.73 8.36 11.46 999 20 144 36 3
11 3.66 8.87 11.6 11 20 152 35 3
11 3.56 8.41 10.96 10 23 147 32 3
11 3.7 8.49 10.98 12 20 133 29 3
11 3.94 9.97 13.1 13.63 22 158 52.3 3
11 3.54 8.8 12.02 12.25 21 147 32 3
11 3.88 9.18 12.78 10.97 19 144 38.9 3
12 3.94 9.26 12.8 11.25 22 160 46.6 3
11 4 9.44 13.79 12.9 23 155 47.5 3
11 3.59 8.19 11.07 9.94 17 140 28.6 3
11 3.97 999 14.91 13.34 18 146 41.5 3
11 3.61 8.3 11.41 10.22 19 148 31.8 3
11 3.47 8.51 11.42 10.56 17 152 36.9 3
11 3.86 9.11 13.01 11.05 21 140 32.2 3
12 3.76 8.81 12.38 11.22 19 153 39.4 3
12 4.22 9.39 13.1 10.56 21 155 53.1 3
12 3.84 9.04 12.28 10.22 21 150 42.5 3
11 3.65 8.23 11.28 12 999 144 31 3
11 3.59 7.99 10.5 11.64 16 145 33 2
11 3.72 8.58 12.82 11.65 999 140 30 3
12 3.71 7.19 10.28 11.77 16 145 36 3
11 3.47 6.73 10.66 10.24 17 151 43 3
11 3.81 8.62 11.33 11.44 999 140 30 3
11 3.64 8.28 10.82 11.75 999 145 32 3
12 3.7 7.51 9.7 12.63 14 147 38 3
11 3.7 8.81 11.26 10.04 999 150 38 2
12 3.38 7.82 11.3 13.68 13 151 37 3
11 3.63 8.32 11.62 10.95 999 148 37 3
11 4.17 8.08 12.74 11.27 16 155 43 3
11 3.71 8.56 11.83 10.72 999 145 35 3
12 4.02 7.36 11.07 999 18 140 35 3
11 3.64 8.28 12.07 11.31 999 149 37 3
11 3.71 7 12.06 10.68 17 141 33 3
12 3.84 8.86 11.88 12 999 145 35 3
12 4.04 8.14 10.1 14.86 20 150 42 2
11 999 7.56 11.36 14.12 999 145 33 3
11 3.92 8.52 13.91 13.31 999 153 40 3
12 3.74 7.33 11.12 10.81 23 146 35 3
12 3.84 7.28 11.11 11.95 15 151 47 3
12 4.17 8.1 12.32 14.66 17 145 35 3
12 3.86 8.21 12.09 14.83 18 139 43 3
11 3.41 8.2 11.1 11.81 17 154 46 2
11 3.63 8.74 11.38 19.38 15 150 33.7 2
11 3.93 8.38 11.36 999 20 148 37.6 2
11 3.5 8.1 10.65 999 17 148 34.7 3
12 3.83 9.24 12.02 999 20 148 32.9 3
12 3.66 8.38 10.94 999 21 152 39 3
11 3.73 8.36 12.44 999 21 141 29.5 3
11 3.6 8.32 12.08 11.06 16 143 36 3
12 3.52 9.05 11.41 8.78 18 157 39 3
11 3.92 8.97 13.36 999 22 147 31.9 3
11 3.9 9.04 12.23 999 19 150 33.3 3
12 3.6 8.31 11.53 12.21 17 148 35 3
11 3.92 9.1 12.93 999 19 151 37.6 3
11 3.94 9.18 15.01 999 23 151 42.8 3
12 3.66 9.51 13.01 999 17 144 37 3
11 3.41 7.88 11.28 10.06 17 151 40 3
11 3.57 8 10.71 10.93 17 146 33 3
11 3.44 8.11 12.39 10.64 12 154 36 3
12 3.56 7.9 11.1 12.43 13 155 35 3
12 3.78 8.68 12.57 12.62 17 147 53 3
11 3.71 8.16 13.42 12.7 18 148 37 3
11 3.42 7.88 11.39 11.69 14 149 37 3
11 3.61 8 11.77 9.19 9 154 34 3
12 3.52 7.92 10.48 11.64 10 160 43 3
11 3.65 8.15 12.56 13.74 19 151 38 3
11 3.67 8.08 11.15 12.57 11 148 40 3
12 3.88 8.21 11.99 11.51 15 143 33 3
11 3.75 8.06 12.79 11.92 20 145 34 3
11 3.66 8.15 11.42 12.12 14 160 39 3
12 3.7 8.05 11.8 11.5 18 142 32 3
12 3.45 7.36 11.76 11.43 14 146 31 3
11 3.98 8.56 11.65 11.78 24 148 40 3
11 3.86 8.6 13.04 10.89 19 163 44 3
11 3.68 7.96 12.03 12.69 18 153 40 3
11 3.64 8.1 11.51 12.12 18 145 34 3
11 3.69 8.38 11.63 14.68 17 145 33 3
12 3.98 9.14 13.91 17.12 16 147 36 3
11 3.81 8.63 12.56 12.75 16 158 39 3
12 3.89 8.63 11.38 11.13 16 147 37 3
11 3.82 8.63 13.07 13.16 19 147 45 3
12 3.74 8.68 10.88 11.39 12 146 44 2
11 3.63 8.72 13.11 999 18 163 46 3
12 3.94 8.82 11.61 11.03 22 150 31 3
12 4.1 8.82 11.88 12.25 17 139 33.6 3
11 3.92 9.22 11.48 11.68 17 156 40.9 3
11 3.79 8.6 11.34 12.25 11 145 35 3
11 3.88 8.97 12.13 11.69 12 153 37 3
11 3.82 8.7 13.11 10.97 16 137 28.3 3
11 3.72 8.71 12.3 10.46 15 149 34.6 3
11 3.64 8.4 12.17 11.39 18 151 43.8 3
11 3.68 8.42 10.87 11.4 19 149 35 3
11 3.58 8.02 10.33 10.31 13 140 32.8 3
11 3.96 9.1 12.9 12.22 17 142 38 3
11 3.63 8.09 10.8 11.08 18 152 40.1 3
11 3.36 7.88 10.6 13.05 15 144 33.3 3
11 3.7 8.62 11.82 12.35 16 153 48 3
11 3.68 8.17 10.07 9.33 20 140 27.6 3
12 3.81 8.66 12.12 11.84 20 149 39.9 3
11 3.74 9.03 13.86 16.19 20 165 60 2
12 3.64 8.78 10.94 9.45 22 157 41.9 1
12 3.68 8.24 10.3 11.19 18 144 35 3
12 3.79 8.68 11.49 12 19 138 34 3
11 3.54 8.28 11.69 10.29 19 141 31 3
11 3.56 8.71 12.42 9.47 14 159 45 3
12 3.34 7.58 10.07 13.31 16 145 37 2
12 3.63 8.74 12.09 12.5 20 149 38 2
11 3.54 8.14 10.68 10.51 13 144 34 3
11 3.91 8.78 12.56 999 19 152 42 3
12 3.46 8.22 11.14 8.69 14 154 40 2
11 3.57 8.83 10.72 8.62 14 139 33 3
11 3.46 8.68 11.47 9.52 10 153 42 3
12 3.78 8.82 10.84 14 18 146 39 3
11 3.6 8.38 11.71 10.68 15 155 40 3
12 3.42 8.32 12.74 11.53 19 148 35 3
11 3.78 8.69 12.92 10.07 22 147 37 3
11 3.49 7.68 10.47 11.74 999 143 36 3
11 3.48 7.92 10.68 12.9 14 142 35 3
11 3.44 7.51 11.86 12.04 17 142 33 3
11 999 999 999 999 17 145 34 3
12 3.62 8.39 10.47 9.75 20 145 40 3
11 999 999 999 999 17 161 41 3
11 3.62 7.96 9.83 11.64 21 143 34 3
12 3.61 7.91 10.44 12.06 15 147 36 3
11 3.68 8.16 11.31 11.4 17 143 33 3
11 3.36 7.82 10.57 13.15 20 140 30 3
12 3.37 7.56 10.48 15.58 15 147 34 3
12 3.78 8.21 11.22 12.02 19 143 36 3
11 3.91 8.93 11.82 11.17 20 154 49 3
11 3.6 7.9 10.57 11 15 139 32.4 3
11 3.8 8.52 12.41 12.74 18 145 37.3 3
11 3.46 7.9 11.51 14.83 20 151 37.5 3
11 3.76 8.25 12.62 12.95 21 148 36.3 3
11 3.78 8.6 11.42 11.6 20 148 34.1 3
11 3.69 8.46 12.24 13.58 19 144 34.6 3
11 3.8 8.34 11.58 11.68 13 135 30.1 3
11 3.74 8.42 11.46 14.19 18 148 40.8 3
11 3.86 8.64 12.63 12.73 20 144 35.1 3
11 3.89 8.99 12.64 13.97 21 135 28.8 3
11 3.6 8.73 12.82 11.62 21 158 39 3
11 3.78 8.36 12.18 17.26 19 142 32.2 3
11 3.47 8.12 11.79 11.02 24 144 31 3
12 3.58 8.68 12.8 15.99 25 144 39.4 3
12 4.03 9.18 12.12 13.97 19 154 43.6 3
11 3.4 8.28 10.8 10.12 14 145 33.6 3
12 3.71 7.98 10.72 13.34 18 153 45 3
11 3.47 7.9 10.78 9.87 22 146 38 2
12 3.8 8.35 11.38 10.76 17 139 32.5 3
11 3.68 8.21 10.71 9.64 21 142 37 3
12 3.46 7.47 10.9 12.25 19 153 46 3
11 3.58 8.58 10.78 10.37 20 147 35.8 3
12 3.62 8.07 11.52 9.96 22 153 36.2 3
12 3.44 7.5 10.92 9.74 21 150 35 2
11 3.84 8.22 11.39 10.46 23 142 33 3
11 3.56 8.2 11.16 10.57 9 151 38.4 3
12 3.63 8.34 11.01 11.56 17 148 38 3
12 3.8 8.48 11.39 12.32 20 152 35 3
11 3.87 8.8 11.24 12.15 19 148 33.9 3
11 3.92 8.5 11.65 11.27 21 141 35.6 3
11 3.68 8.12 11.96 14.35 19 130 43 3
11 4.11 9.2 11.8 11.47 21 153 41 3
11 3.6 7.72 10.24 11.86 17 145 33 3
11 3.64 8.4 11.28 14.28 22 136 30 3
12 3.81 9.01 11.36 9.16 19 149 36.2 2
12 3.71 8.73 13.92 11.26 23 145 37 3
11 3.88 8.63 12.28 11.15 21 138 35 3
11 3.96 8.56 10.6 12.08 17 146 32 3
11 3.78 8.38 10.81 11.15 17 151 39 3
11 3.8 8.44 16.86 10.24 20 157 46 3
11 3.57 7.96 11.09 10.19 19 153 41 2
11 3.69 8.1 11.28 10.79 19 145 34 3
11 4.06 9.48 13.93 12.81 21 152 40.8 3
12 3.92 8.38 12.03 999 18 148 32.2 3
11 3.82 8.97 12.38 12.22 21 154 45.7 3
11 3.7 8.78 12.51 11.15 20 158 41.2 3
12 3.68 8.41 12.57 11.45 20 141 32.2 3
12 3.48 8.78 13.1 12.21 21 153 44.4 3
12 3.54 7.99 10.62 12.69 20 150 35.7 3
11 3.8 8.6 11.36 14.12 18 137 34.4 3
11 3.54 7.94 17.07 14.31 20 137 34.1 3
12 3.62 7.83 9.8 12.36 18 140 33 2
12 3.44 8.03 11.69 12.78 22 150 36 3
12 3.83 9.03 13.56 13.53 19 151 37.4 3
11 4.04 9.08 11.71 13.08 15 151 38.4 3
11 3.7 7.99 11.66 13.28 21 142 37 3
11 3.74 8.47 12.06 13.5 22 152 37.6 3
11 3.59 8 11.42 11.17 18 148 37 3
11 3.76 9.18 14.19 15.71 21 149 37.2 3
11 3.78 9.26 17.01 13.05 21 144 34.9 3
11 3.89 9.02 11.9 11.53 20 142 34.9 2
12 4.13 9.86 13.48 11.56 23 136 31.6 3
12 3.84 8.84 12.08 10.31 18 153 40.1 3
12 3.74 8.87 13.06 12.25 18 146 39.4 2
11 3.78 8.44 11.38 9.71 15 146 35 3
11 3.43 8.47 11.48 9.91 18 153 38.4 3
11 3.99 9.07 12.73 11.16 17 139 31 3
11 3.72 8.38 12.96 11.72 24 149 37 3
11 3.86 8.22 11.65 11.35 20 139 30 3
11 3.66 8.63 12.2 10.55 23 148 38 3
12 3.51 8.87 10.98 10.1 20 159 52 3
12 3.81 8.68 10.58 11.1 18 145 34 3
11 3.81 8.4 10.93 11.15 20 146 34 3
11 3.52 8.28 12.41 12.67 13 150 35 3
11 3.89 8.78 11.56 12.17 13 140 34 3
11 3.61 8.41 11.79 10.66 18 150 39 3
11 3.48 7.72 10.12 11.31 21 150 37 3
11 3.82 8.38 11.73 11.47 11 142 39 3
12 3.78 8.49 10.58 10.27 19 153 36 3
11 3.52 8.18 10.53 10.39 19 148 38 3
11 3.78 8.57 12 12.6 20 146 34 3
11 3.74 8.7 12.65 13.01 18 142 36 3
11 3.87 8.44 11.73 11.13 15 145 40 3
12 3.69 8.56 10.91 10.14 999 154 45 3
12 3.23 7.73 9.97 8.47 19 155 43 3
12 3.81 8.74 13.01 10.48 22 153 42.2 3
11 3.96 8.68 13.31 13.55 20 149 39 3
11 3.81 8.25 11.09 9.41 20 139 33 3
11 4.13 9.76 12.64 11.6 22 147 39.9 3
11 4.03 9.83 12 10 23 146 37.6 3
12 3.16 7.78 10.86 10.87 16 147 40 3
11 3.97 9.57 11.7 10.69 22 153 37.6 3
12 999 999 999 999 19 150 40 3
11 3.84 8.16 12 10.78 22 140 29.2 2
11 3.92 8.6 12.51 10.28 999 136 30.9 3
11 3.57 7.96 12.54 13.47 22 140 31 3
12 4.38 999 13.83 10.69 19 155 50.9 3
12 3.73 8.07 13.98 11.86 22 148 36 3
12 3.73 8.2 11.68 12.72 22 145 32 3
11 3.72 8.34 11.28 13.11 18 152 42 3
11 3.97 9.49 11.54 12.15 15 139 30 3
12 3.84 8.57 11.36 999 19 144 36 3
11 4.28 9.2 12.96 18.1 999 148 39.2 3
12 3.96 6.71 12.25 11.91 14 140 36.6 3
12 3.79 8.48 11.66 999 999 140 38 3
12 3.16 7.22 11.46 11.47 21 146 36.5 3
11 3.65 7.38 10.54 9.81 20 147 37.7 3
12 3.88 7.4 10.98 10.47 23 140 37.3 3
12 3.64 8.51 11.68 999 22 148 30 3
12 3.61 7.48 11.68 12.19 19 136 32.5 3
12 3.75 8.33 10.97 18.06 18 148 33 2
12 3.47 6.92 10.84 16.06 19 150 43.1 3
11 3.72 7.43 11.22 10.67 14 157 55.7 2
11 3.68 8.14 10.62 10.87 16 140 31.6 3
11 999 7.12 11.17 11.13 17 142 33.3 3
11 3.97 8 12.88 13.97 17 150 38.1 3
11 3.63 6.97 12.49 11.73 24 143 33.3 3
12 3.6 7.2 10.14 10.81 18 144 36.8 3
12 3.92 8.91 10.8 12.26 19 140 30 3
11 3.4 7.61 10.56 10.5 19 138 41 3
12 4.18 9.68 12.69 14.12 19 145 55.1 3
11 3.47 7.92 10.57 10.94 15 154 39 3
12 3.48 7.86 11.12 10.85 19 136 29.2 3
11 3.39 7.53 10.36 12.69 19 137 32.7 3
11 3.29 7.94 11.52 20 16 146 41 3
12 3.61 8.19 12.11 13.86 20 151 38.7 2
11 3.71 7.72 11.17 9.29 16 146 34.5 3
11 3.78 8.28 10.66 11.89 18 137 36 3
11 3.96 8.51 11.61 13.53 22 136 26.7 3
12 3.49 8.04 12.44 15.14 17 140 32.6 3
11 3.91 8.04 10.57 10.41 16 137 30.1 3
11 3.63 8.38 13.84 10.11 16 160 43 3
11 3.73 8.68 10.98 9.69 20 147 39 3
11 3.7 8.28 11.06 12.02 999 135 32 3
12 3.51 7.88 11.24 11.83 15 154 42.5 3
11 3.6 8.78 11.29 12.45 999 145 38.5 3
11 4.11 8.82 11.78 11.58 999 158 43.4 3
11 3.56 7.97 10.21 13.89 20 142 32.2 3
11 3.71 8.42 10.87 11.08 999 154 37.2 3
12 3.71 8.52 10.12 11.98 15 152 39.6 3
12 3.78 8.89 11.62 11.4 999 163 47.6 3
11 3.7 8.62 12.09 13.91 16 146 32.1 3
11 3.82 7.99 12.47 11.42 999 151 40.7 2
12 3.73 8.28 12.3 12.31 999 149 37.7 3
12 3.63 8.28 10.68 12.02 21 156 37.8 3
12 3.7 8.58 11.34 12.93 999 145 36.1 1
11 3.82 8.39 11.07 12.3 999 148 35.6 3
11 3.8 8.2 11.04 10.19 999 134 28.2 3
11 3.74 8.04 11.47 10.57 999 152 38.3 3
12 3.7 8.52 11.14 11.36 999 152 40.1 3
12 3.7 8.12 11.08 11.71 999 145 36.8 3
12 3.69 8.21 10.87 11.08 20 151 31 3
11 3.9 9 11.41 14.02 18 150 32 3
11 3.83 7.92 9.87 10.13 24 143 31 3
11 3.51 8.82 10.76 11.42 12 150 42 3
12 3.76 9.33 11.31 11.23 19 155 42 3
11 3.93 9.22 12.73 11.02 19 153 41 3
11 3.73 8.59 11.28 17.06 999 148 39.2 3
11 3.87 8.11 10.68 999 15 156 40 3
11 3.81 8.54 11.82 17.97 16 144 35.2 3
11 3.81 8.12 11.17 999 23 147 34 3
11 3.72 7.89 10.49 999 18 142 31 3
11 999 999 999 999 13 142 38 3
11 3.54 8.17 11.12 999 999 150 38.3 3
11 3.75 8.62 11.32 999 18 156 41 3
11 3.86 7.97 11.86 11.65 15 152 39 3
11 3.74 8.28 10.71 999 16 148 38 3
11 3.52 8.14 11.84 14.55 19 146 37 3
11 3.29 7.8 11.73 11.5 14 154 36 3
11 3.62 8.23 10.8 12.69 21 146 38 3
11 3.76 8.66 11.26 12.13 19 138 35 3
12 3.94 8.56 12.14 9.32 18 135 34 3
12 3.47 8.56 12.36 11.74 18 158 42 3
11 3.61 8.63 12.63 11.38 22 160 45 3
11 3.82 8.68 12.8 10.67 18 164 45 3
12 3.52 8.35 11.27 11.26 22 147 40 3
12 3.73 8.57 11.8 11.16 18 162 48 3
11 3.59 7.72 9.92 8.44 19 146 31 3
11 3.78 8.33 11.34 10.37 16 143 31 3
11 3.76 8.36 11.76 10.38 19 147 40 3
11 4.01 9.1 12.3 12.78 21 146 32 3
12 3.84 9.78 14.71 15.74 20 152 36 3
11 3.76 9.93 12.97 12.93 16 152 41 3
11 3.71 9.35 12.78 12.76 14 153 37 2
11 3.82 8.41 10.78 12.9 19 143 41 3
12 3.56 8.61 11.28 10.28 15 148 33 2
12 3.78 8.74 14.19 14.73 17 149 44.5 3
11 3.84 9.68 13.8 14.44 13 155 40 3
11 3.16 7.39 10.64 11.65 14 150 39 3
11 3.89 8.88 11.69 12.65 21 146 34 3
11 3.36 7.92 10.49 10.26 16 150 40 3
11 3.72 8.35 11.17 10.72 20 148 37.7 3
12 3.51 8.17 10.7 10.46 17 135 30.5 3
11 3.84 8.73 11.93 12.06 21 138 34 3
11 3.6 8.64 11.68 13.05 18 145 37.3 2
11 3.6 8.78 12.51 10.57 15 139 32.8 3
11 3.57 8.78 10.91 10.37 20 142 31.2 3
11 3.7 8.58 13.09 11.99 17 147 39.7 3
11 3.55 8.48 11.82 10.12 24 150 39.5 3
12 3.98 8.81 14.31 14.91 24 145 37.4 3
