age spr agi dri bc sho hei wei apl
12 3.91 8.17 11.72 16.2 15 150 38 3
11 3.7 8.16 12.18 16.14 16 151 40.6 3
11 3.88 8.64 12.47 12.59 21 158 43.7 3
11 3.9 8.51 12.48 11.91 13 149 34.6 3
12 3.81 8.8 12.39 13.31 16 155 46.3 3
12 3.72 8.24 10.96 10.98 13 146 34.8 3
12 3.76 8.23 10.74 13.26 18 134 27.9 3
11 3.62 8.17 13.43 12.86 13 151 37.8 3
12 4.17 8.92 13.62 14.09 19 139 41 3
11 3.76 8.96 12.96 14.9 13 153 38 3
12 3.19 7.93 10.04 11.45 14 147 36 3
12 3.57 8.14 10.3 9.61 10 152 36.9 3
11 3.65 8.01 11.64 9.98 16 155 42.4 3
12 3.96 8.36 11.62 9.5 15 148 41.3 3
11 3.56 7.7 11.4 12.74 21 142 30.9 3
11 3.84 8.26 11.64 12.37 16 148 33 3
11 3.44 8.43 11.44 13.81 22 151 42.6 3
11 3.51 7.92 11.38 14.17 16 156 41.2 2
12 3.63 8.88 13.22 13.03 999 163 56 3
12 3.68 8.88 15.31 12.29 24 145 36.8 3
11 3.58 8.76 12.57 10.25 19 146 40.4 3
11 3.56 7.5 10.36 10.7 13 148 33 3
12 4.01 7.99 11.73 10.28 10 150 39 3
11 3.68 7.91 11.09 9.37 15 148 30 3
12 3.54 7.97 10.93 9.8 16 154 38 3
11 3.9 8.57 11.86 11.94 25 154 41 3
12 3.91 8.92 12.87 11.13 25 162 58 3
12 3.84 8.31 12.58 14.94 20 151 41 3
11 4.14 9.3 11.49 10.94 24 149 45 3
11 3.8 8.79 12.18 13.87 999 151 49 3
12 3.68 8.46 11.79 11.78 22 141 35 3
12 3.68 8.39 11.68 12.26 22 156 43 3
11 3.91 8.81 11.02 10.87 24 150 38 3
11 3.87 8.5 11.12 9.78 23 141 35 3
11 3.96 8.99 11.28 11.92 24 134 29 3
11 3.76 8.52 12.16 11.15 21 142 31 3
12 3.92 8.43 10.9 9.45 21 142 34 3
11 3.82 8.47 12.11 999 22 161 51 3
11 3.74 8.82 11.68 13.94 23 137 29 3
11 3.88 9.16 11.91 11.52 25 152 40 3
11 3.86 8.56 12.88 13.12 17 146 36 3
11 3.7 7.9 11.36 12.19 16 160 41 3
11 3.6 8.16 12.89 9.99 15 151 35.1 3
11 3.59 7.78 10.51 12.57 8 147 35 3
12 3.76 7.68 10.41 10.94 16 143 30 3
11 3.58 7.71 10.24 12.97 16 155 38 3
12 3.38 7.58 11.73 14.09 8 154 40 3
12 3.68 7.46 10.11 10.97 13 155 40 3
11 3.68 7.98 10.84 10.85 17 152 38 3
11 3.64 7.46 9.78 11.48 15 144 30 2
11 3.68 7.99 11.09 10.44 13 143 36 3
11 3.41 7.58 10.57 11.41 19 150 36 3
11 3.81 8.08 10.59 11.19 14 152 36 3
11 3.57 7.8 11.68 12.03 12 145 35 3
11 3.79 7.54 9.82 9.24 14 149 32 3
11 3.72 8.34 11.38 12.82 24 135 35 3
12 3.54 7.92 10.75 12.25 13 141 35 3
11 3.62 8.61 12.56 13.94 22 147 45 3
11 3.82 8.57 11.11 13.41 18 150 38 2
12 3.52 8.79 11.79 14.56 999 -99 -99 3
11 3.66 8.57 12.81 14.03 21 136 31 3
11 3.72 8.38 11.28 10.4 17 138 28 3
12 3.73 9.07 999 11.03 10 150 38 3
12 4.1 9.16 12.56 15.15 17 145 35 3
12 3.61 8.57 11.47 11.94 15 148 43 3
12 3.61 8.78 11.16 11.55 15 150 40 2
11 3.38 7.5 11.29 12.22 11 144 35 3
12 3.71 8.87 11.5 11 21 143 33.4 3
11 3.64 8.58 12.42 11.43 22 150 42.6 3
12 999 999 999 999 21 -99 -99 3
12 3.73 9.21 13.1 11.19 22 150 47.3 3
12 999 999 999 999 21 -99 -99 3
12 999 999 999 999 21 158 45 3
11 3.58 8.17 11 11.81 19 148 39.8 3
11 3.59 8.28 11.7 11.16 20 150 37 3
11 3.71 8.44 14.42 13.97 999 143 31.4 3
11 3.44 8.38 11.5 12.25 18 151 36.2 1
12 3.51 8.31 11.24 11.15 20 150 34.8 3
11 999 999 999 999 21 -99 -99 3
12 3.71 9.73 13.78 12.25 25 147 40.5 3
11 3.76 8.33 12.84 13.39 999 149 39 3
12 3.69 8.57 12.5 12.18 999 152 43 3
11 4.12 9.78 13.08 11.34 999 150 42 3
12 3.78 9.41 13.17 12.89 11 151 36.3 3
12 3.68 9.41 12.47 12.97 15 148 34.4 3
12 3.58 8.83 13.08 10.09 17 144 32.2 3
11 3.84 8.75 12.31 10.14 17 158 48 3
11 3.62 8.61 12.86 9.83 18 155 38 3
12 3.87 8.78 11.72 13.8 22 147 48.5 3
12 3.68 8.56 11.22 11.56 999 154 38.9 3
11 3.83 8.57 11.78 999 22 142 27.8 3
11 3.5 7.81 10.6 11.77 23 146 36.9 2
11 3.23 7.8 13.14 13.95 999 140 37.4 3
11 3.65 8.28 13.44 13.72 23 148 32.1 3
11 3.62 8.52 11.68 9.41 23 155 42.2 2
11 3.7 8.54 13.68 13.22 19 147 34.8 3
12 3.41 7.94 11.41 13.36 20 145 35.6 3
12 3.62 7.87 10.82 10.62 23 145 38.9 3
11 3.62 8.69 11.22 12.69 23 148 41.5 3
11 3.74 8.32 10.28 9.36 21 999 99 3
12 3.44 8.29 14.23 12.43 19 142 37.9 3
11 3.88 999 14 15.76 23 160 39.5 3
12 3.58 7.87 10.46 11.95 18 142 33.8 3
11 3.62 8.29 11.14 11.06 16 143 32.2 3
12 3.68 8.44 11.29 12.38 21 145 36.1 3
12 3.92 8.91 13.54 10.69 19 153 39.5 3
12 3.68 8.57 11.27 999 999 140 34 3
12 3.71 8.42 11.6 11.88 15 150 35 3
11 3.7 8.96 12.32 12.15 18 159 50 3
11 3.58 8.28 11.56 12.29 15 147 38 3
12 3.57 8.51 11.86 10.08 21 156 42 3
12 3.72 8.7 11.13 15.82 22 151 36 3
12 3.79 8.56 11.21 12.21 15 142 41 3
11 3.73 9.02 12.14 15.3 999 145 36 3
12 3.78 9.12 11.19 10.65 20 151 45 3
12 3.53 9.12 12.17 12.58 16 143 38 3
11 3.94 9.08 11.22 11.53 17 151 35 3
11 3.54 8.78 12.19 10.87 13 145 40 3
11 3.81 8.72 12.56 13.25 24 153 35 3
11 3.84 9.08 12.18 11.42 21 147 34 3
12 999 999 999 999 20 160 50 3
11 4.02 9.68 13.67 9.45 20 148 34 3
12 3.49 8.92 13.68 999 21 155 43 3
11 3.83 8.51 12.29 11.24 21 146 33.6 3
12 3.4 8.01 11.29 12.55 18 149 43 3
11 3.33 8.11 10.64 11.26 22 154 50 1
12 3.47 8.26 11.31 999 22 154 38 3
11 3.84 8.69 11.14 13.24 20 148 47 3
12 999 999 999 999 20 149 32 3
12 999 999 999 999 15 146 44 3
11 3.97 9.82 15.17 18.22 23 156 50 3
11 3.58 8.61 12.5 10.27 24 138 30 3
12 3.96 9.38 12.68 16.33 16 145 34 3
11 3.89 8.73 12.12 13.71 17 141 38 3
12 999 999 999 999 23 144 40 3
11 3.79 8.78 12.79 12 22 142 41 3
11 3.62 8.43 12.61 12.1 20 148 35 3
12 3.8 8.84 11.23 11.85 21 139 30 3
11 3.57 7.46 10.96 8.93 14 153 41 2
11 999 999 999 999 21 145 30 3
12 3.68 8.92 12.23 11.72 14 141 32 3
11 3.69 8.44 12.61 12.35 22 143 35 3
12 3.82 8.87 13.48 13.63 17 141 27 3
12 999 999 999 999 22 150 39 3
12 3.93 8.34 14.35 11.77 15 150 36 3
11 3.88 8.73 12.17 12.02 17 151 33.3 3
11 3.93 8.61 11.49 10.91 11 147 33.9 3
11 3.42 8.18 10.94 10.38 20 142 32 3
12 3.68 8.23 11.38 999 20 165 48 3
12 999 999 999 999 23 140 36 3
11 3.38 8.33 11.71 16.69 21 151 40 3
11 3.6 8.28 11.14 11.86 17 150 46 3
12 3.57 8.57 12.44 999 19 152 43 3
11 3.75 8.64 12.52 14.85 23 148 35 3
12 3.46 7.47 11.14 13.33 23 140 29 3
11 3.71 8.32 11.53 13.64 23 150 38 3
11 3.48 8.51 12.44 11.18 24 149 39 2
12 3.84 7.97 13.04 13.65 24 132 29 3
11 3.58 8.93 11.96 11.17 24 151 38 3
12 3.3 8.18 11.73 18.85 14 151 41 3
11 3.58 8.65 11.66 11.74 999 144 34 3
11 3.71 8.51 11.81 13.75 21 158 44 3
11 3.61 8.17 11.73 999 21 156 42 3
11 3.98 9.48 12.74 14.14 20 155 57 3
12 3.57 8.68 13.7 19.23 15 149 43 3
11 3.86 8.87 12.79 12.49 21 152 37 3
12 3.76 8.92 12.38 12.21 15 158 46 3
11 3.5 8.46 12.74 13.31 22 143 32 3
11 3.69 8 11.81 15.83 25 156 38 2
12 3.64 8.1 11.57 12.97 18 144 32 3
12 3.78 8.39 11.01 13.27 17 143 35 3
12 3.8 8.56 12.04 12.22 13 150 40 3
11 3.82 8.78 12.98 12.96 23 149 39 3
12 3.6 8.35 11.26 11.29 25 146 33 3
12 3.86 8.62 11.08 12.79 23 150 43 3
11 3.46 8 10.96 13.5 17 151 32 3
11 3.78 8.22 11.11 11.72 13 146 35 3
11 3.48 7.78 10.41 12.4 17 161 45 3
12 3.78 8.11 11.08 12.32 19 153 40 3
11 3.8 8.18 11.6 12.21 25 152 39 3
12 3.46 8.01 10.42 14.18 23 146 34 3
11 3.56 8.33 11.24 11.21 21 151 39 3
12 3.85 8.86 14.29 16.28 25 147 36 3
11 3.52 8.44 11.46 12.44 12 154 40 2
11 3.9 8.36 11.12 12.69 13 154 37 3
11 3.98 8.86 11.81 10.52 999 159 56 3
12 3.71 8.7 11.3 12.29 999 153 35 2
11 999 999 999 999 13 150 34 3
11 3.58 8.6 11.14 11.46 23 147 35 3
12 4.02 9.06 14.87 14.22 13 150 38 3
12 3.81 9.11 12.4 12.99 999 144 33 3
12 3.89 8.29 999 17.3 16 148 34 3
11 3.66 8.91 11.73 13.54 999 149 33 3
11 3.82 8.28 11.47 13.78 7 140 33 3
12 3.82 8.64 10.8 11.89 17 154 43 3
11 3.78 8.08 12.31 15.58 13 145 35 3
12 3.6 8.64 12.81 12.62 16 154 37 3
11 3.94 8.6 11.58 11.14 999 146 34 3
11 3.76 8.89 12.9 13.39 16 155 36 3
12 3.86 8.01 11.78 11.27 19 134 25 3
12 3.51 8.47 11.17 12.28 14 156 43 3
12 4.11 8.72 11.52 14.79 21 154 47 3
11 3.81 8.25 11.49 13.88 19 156 45 3
12 3.72 8.9 12.16 12.11 23 148 34 3
11 3.78 9.9 14.08 15.15 21 156 38 3
11 3.66 8.65 14.44 10.39 999 165 45 3
12 3.69 9.1 11.82 999 23 159 39 3
12 3.72 9.03 12.83 13.7 25 147 39 3
12 3.66 8.58 12.31 11.75 23 153 48 3
12 3.58 9.43 11.34 11.22 16 155 31 3
12 3.78 8.4 13.07 13.52 23 135 28.6 3
11 4.08 9.08 11.96 11.74 16 146 38 3
12 3.6 8.57 11.94 12.7 25 136 29.1 3
11 3.78 8.42 11.87 12.06 15 145 36 3
11 3.82 9.14 12.74 10.62 17 153 52 3
11 3.81 8.54 11.57 999 19 152 48 3
12 999 999 999 999 23 153 48 3
11 3.63 8.5 11.78 13 23 145 36 3
11 3.59 8.1 10.81 10.41 15 147 37 3
12 3.46 7.7 10.76 11.96 25 143 31 3
11 3.74 8.2 10.41 10.23 13 152 39 3
11 3.68 8.5 11.62 12 20 152 37 3
12 3.81 9.04 11.97 11.94 18 156 48 3
11 3.66 8.1 11.63 10.83 20 138 28 3
11 3.64 8 10.56 10.36 13 145 29 3
11 3.89 8.2 10.92 12.52 20 139 35 3
11 3.87 8.83 11.38 12.69 21 148 41 3
12 3.47 8.2 9.84 9.06 14 143 33 3
12 3.64 8 10.94 10.83 18 137 27 3
11 3.34 8.48 12.63 10 20 142 34 3
11 3.6 8.3 10.62 10.44 17 143 29 3
12 3.72 8.81 10.97 10.11 20 160 51 3
12 3.79 9.31 12.21 12.82 999 160 44 3
12 3.68 8.76 12.61 13.7 12 148 38 3
12 3.19 8.06 12.02 12.41 12 150 39 3
11 3.6 8.62 10.72 12.26 17 154 46 3
11 3.47 8.72 12.09 10.41 18 160 49 3
11 3.57 8.56 11.15 10.19 21 139 34 3
11 3.5 8.49 12.21 12.83 19 147 39 3
12 3.86 8.54 11.02 15.48 18 141 37 3
12 3.57 8.61 11.14 12.61 19 164 40 3
11 3.51 8.73 13.63 11.91 16 154 44 3
11 3.95 8.72 11.28 999 22 148 37 3
12 3.21 7.98 11.81 9.66 15 157 41 3
12 3.74 9.28 12.06 11.04 23 145 33 3
12 3.57 8.49 11.8 11.61 21 145 37 3
11 3.7 8.31 10.71 11.27 18 150 38 3
11 3.39 8.4 12.3 10.47 16 154 43 3
11 3.5 8.16 12.68 11.08 18 128 28 3
11 3.74 8.76 11.18 11.25 19 151 42 3
11 3.82 8.7 12.78 10.3 14 155 38 3
12 3.8 8.9 11.28 12.69 21 146 38 3
12 3.64 8.21 10.76 999 999 133 34 3
12 3.74 8.94 11.48 10.15 18 166 49 3
11 3.91 8.56 11.77 9.4 17 137 35 3
11 3.93 8.89 12.52 999 20 155 48.6 3
11 3.51 8.17 11.36 11.6 22 153 39.4 3
11 3.95 9.54 11.96 999 16 145 41.8 3
11 3.38 8.14 10.43 10.62 19 144 31 3
11 999 999 999 999 22 141 30 3
11 3.6 8.57 11.07 12.71 18 146 32 3
12 3.69 8.98 13.47 999 21 140 31 3
11 999 999 999 999 12 151 36 3
11 999 999 999 999 19 155 43 3
11 3.76 8.88 12 10.3 22 156 42.6 3
11 3.87 8.78 11.97 11.31 19 150 39 3
11 3.57 9.34 15.22 14.12 18 155 42 3
12 3.61 8.1 11.12 11 18 156 46 3
12 3.79 8.56 12.28 10.5 19 146 36 3
11 3.61 8.73 11.89 9.96 19 145 37 3
11 3.47 8.22 11.28 10.24 17 145 40 3
11 3.66 8.36 12.11 8 999 151 45 2
11 3.64 7.84 10.71 11.55 14 146 38 3
12 3.88 8.91 12.2 11.95 19 164 54 3
11 3.66 8.28 11.31 10.5 18 146 37 3
12 3.6 8.6 10.71 10.9 19 153 40 3
11 3.37 9.16 11.89 12.56 17 155 44 3
11 3.6 8.59 11.73 11.89 21 165 54 3
11 3.66 8.1 10.7 10.87 18 152 41 3
12 3.54 8.09 11.22 13.19 23 144 36 3
11 3.54 8.13 11.92 13.82 21 154 34 3
12 999 999 999 999 18 150 44 3
12 3.9 8.63 12.58 13.26 20 149 41 3
11 3.96 8.76 13.2 10.78 18 149 42 3
11 3.38 8.62 11.62 8.91 8 158 44.2 3
11 3.61 9.84 12.97 10.31 5 157 52.6 3
12 3.5 8.38 10.89 9.78 13 154 36 2
11 3.68 8.51 10.62 10.38 12 147 34 3
12 3.78 8.46 12.04 9.01 19 155 42 3
11 3.74 8.69 16.29 12.67 18 145 37 3
12 4.12 9.87 12.79 12.38 18 160 59 3
11 3.74 8.42 10.87 13.04 17 146 42 3
11 3.76 8.78 11.88 11.67 999 140 33 3
11 3.72 8.84 12.32 13.16 16 136 32 3
11 4.09 9.4 13.81 12.46 12 147 40 3
11 3.65 8.38 13.29 13.42 999 135 37 3
12 3.69 9.18 10.61 11.97 17 135 29 3
12 3.86 8.73 11.07 11.31 10 143 35 3
12 4.03 9.32 13 14.76 19 146 34 3
12 3.93 9.23 12.38 11.5 19 139 36 3
11 3.64 8.69 11.57 12.5 7 156 41 3
11 3.7 8.54 10.98 11.04 999 163 49 3
12 3.78 8.48 11.66 12.63 22 133 32 3
12 3.68 8.2 999 9.8 19 156 40 3
11 3.94 8.21 11.22 9.1 21 138 28.5 3
12 3.6 8.22 11.18 12.19 21 143 34 3
12 3.78 8.29 11.43 12.21 17 140 35 3
12 4.01 8.6 12.98 11.39 21 145 32.3 3
11 3.9 8.54 12.08 9.9 999 146 36.7 3
12 3.76 8.6 11.84 13.9 16 150 40 3
11 3.48 8.11 11.68 11.37 999 144 35 3
11 3.96 9.68 13.01 11.45 20 139 39 3
12 3.62 8.81 12.43 17.48 23 158 40 3
12 3.73 9.28 11.97 12.36 23 140 35 3
12 3.97 9.74 14.73 12.42 999 150 49 3
11 3.64 9.02 12.96 14.26 19 139 34 3
11 3.81 9.76 12.56 11.9 20 144 35 3
12 3.66 9.34 12.81 12.62 21 161 50 3
12 3.82 9.37 12.03 10.07 21 158 54 2
12 3.62 8.63 11.87 12.25 16 145 36 3
11 3.62 8.63 11.78 11.25 14 153 41 3
11 3.61 9.07 13.37 12.22 21 150 38 3
11 3.96 9.32 14.01 10.72 20 149 39 3
11 3.78 9.17 12.47 9.94 11 148 40 3
11 3.74 9.58 13.94 12.27 12 140 33 3
12 3.63 9.29 12.1 10.76 21 147 36 3
11 3.69 9.31 12.6 10.98 16 145 40 3
11 3.51 9.04 11.7 11.47 18 142 37 3
11 3.78 9.04 11.4 11.47 24 146 40 3
12 3.51 8.99 11.61 10.98 15 147 40 3
11 3.66 8.97 12.22 12.61 21 155 44 3
11 999 999 999 999 21 151 37 3
11 3.52 7.6 12.5 12.86 23 143 30.8 3
11 3.6 7.94 11.51 9.36 999 147 38.6 3
11 3.61 9.11 11.5 10.45 23 153 37 3
11 3.56 8.61 11.26 12.99 22 150 39 3
11 3.71 9.24 11.31 9.07 18 152 39 3
12 4.09 9.06 13.63 13.91 22 150 40 3
12 3.64 6.72 12.15 9.64 24 150 41 3
11 3.69 8.47 10.8 9.29 17 160 41 3
11 3.65 9.16 12.07 10.62 22 150 37 3
11 3.53 9.02 14.28 12.83 13 158 42 3
12 3.89 8.7 11.23 9.21 25 150 42 3
11 3.71 8.78 11.7 11.57 12 154 40 3
12 3.41 8.68 10.87 10.51 13 161 42 2
11 3.6 9.2 13.42 10.33 19 158 38 3
11 3.59 9.41 11.02 9.62 19 156 44 2
11 3.58 8.82 10.76 12.51 999 154 34.5 3
11 3.74 8.28 12.13 11.48 20 146 32.6 3
11 3.69 8.4 11.57 10.93 20 149 43.3 3
12 3.74 8.63 11.16 12.26 999 158 48.2 3
12 3.8 8.81 12.03 13.15 999 151 41.5 3
11 3.89 9.17 12.58 13.29 18 150 42.6 3
11 3.86 8.92 11.8 11.87 17 154 40.5 3
11 3.62 8.99 14.07 12.57 999 155 41 3
12 3.51 8.51 12.86 12.35 19 149 38.8 3
11 3.74 8.9 12.48 12.63 999 157 39.8 3
12 3.84 9.07 14.56 11.59 20 149 53.8 3
12 3.6 8.82 11.68 10.28 21 139 30.1 3
11 3.83 9.28 12.88 14.55 21 146 34.5 3
12 3.96 8.82 12.48 15.04 999 141 31.2 3
11 3.66 8.47 12.11 10.8 999 170 50.2 3
12 3.54 8.36 11.76 11.59 999 161 52.1 3
11 3.78 8.84 13.1 14.77 23 149 33.8 3
11 3.89 8.51 11.1 13.22 23 140 35 2
11 3.9 8.7 10.68 9.6 23 147 34 3
12 3.48 7.79 11.7 9.9 17 143 33 3
12 3.54 7.81 10.56 11.4 15 148 35 3
12 3.53 9.18 12.48 11.25 25 152 40 3
11 3.69 8.66 10.91 12.13 19 149 38 3
11 3.81 8.23 10.82 11.22 22 137 32 3
12 999 999 999 999 17 148 40 3
11 3.54 8.62 11.88 12.53 25 161 56 3
12 3.61 8.52 13.46 9.9 18 154 44 3
12 3.36 8.07 12.3 12.21 17 143 33 3
11 3.71 8.74 13.74 15.32 21 139 31 3
11 3.97 8.78 11.36 11.22 23 137 32 3
12 3.33 7.96 11.25 10.94 15 145 39 3
12 3.68 8.46 11.97 14.5 23 136 27 3
11 4.1 9.25 12.7 15.22 20 152 39 3
11 3.88 8.72 11.51 11.78 19 145 34 3
12 4 9.78 14.07 11.97 23 152 46 3
12 3.92 8.8 11.17 11.99 21 144 30 3
11 3.73 8.98 12.08 12.18 20 138 30 3
12 3.56 8.36 10.96 10.27 13 156 41 3
12 3.62 8.33 10.48 10.04 17 155 44 3
11 3.88 8.47 11.1 10.47 15 148 41 3
11 3.78 9.01 13.08 11.41 20 148 38 3
11 3.89 8.68 11.78 11.69 23 138 28 3
12 3.52 8.78 11.54 11.01 19 154 45 3
12 3.6 8.46 10.62 10.94 16 160 45 3
11 3.76 8.42 11 10.91 17 157 42 3
12 3.68 8.64 12.62 12.31 23 145 34 3
11 3.54 8.63 11.52 11.87 11 162 47 3
11 3.69 8.68 10.8 13.18 18 148 34 3
12 3.65 8.88 11.41 10.76 21 162 52 3
12 3.7 8.97 10.78 10.25 19 148 33 3
11 3.6 8.47 11.54 11.65 18 154 39 3
11 3.88 8.62 10.9 13.47 21 149 48 3
11 3.7 8.57 14.28 11.84 17 147 42 3
11 3.92 9.03 12.76 10.26 21 147 43 3
11 3.88 8.83 11.61 9.46 22 144 35 3
12 999 999 999 999 16 148 42 3
11 3.62 8.4 11.21 11.63 19 148 47.6 3
11 3.91 8.73 11.69 12.52 21 148 39.5 3
12 3.51 7.78 11.3 10.92 6 148 39 3
12 3.72 8.74 10.78 11.81 999 148 38.7 3
12 4.01 8.78 11.64 999 12 147 35.7 3
12 3.78 8.59 11.18 10.97 18 149 37.1 3
12 3.99 8.44 10.56 10.31 999 153 41.2 3
11 3.8 8.33 11.54 10.97 20 148 39.2 3
12 3.69 8.08 12.82 14.29 999 143 35.4 3
11 3.73 8.38 12.11 11.49 20 144 34.2 3
12 3.69 8.92 13.07 999 21 149 37.4 3
11 3.78 8.28 12.06 11.12 17 160 43.9 3
11 4.16 8.78 12.5 10.64 17 156 46.1 3
11 3.88 8.56 11.9 11.91 999 149 41.6 3
11 3.64 8.6 10.81 999 999 148 37.3 3
11 3.68 8.03 11.51 9.68 999 146 33.2 2
11 3.79 8.44 12.2 12.25 14 153 42.4 3
11 3.96 8.92 12.68 9.82 17 156 47.7 3
12 3.86 8.5 11.39 12.52 999 142 33.7 3
12 4.07 9.1 14.07 11.48 15 152 39.4 3
11 3.8 8.7 13.9 12.09 999 153 36.6 3
11 3.98 8.41 12.08 10.77 17 143 34 3
11 3.78 9.02 11.9 999 23 144 32 3
11 3.83 9.51 14.4 999 22 140 33 3
12 3.78 8.47 11.47 14.2 20 150 40 3
11 3.72 9.32 12.42 11.6 16 162 57 3
12 3.76 9.5 12.17 10.79 15 147 45 3
12 3.37 8.57 12.23 13.07 17 149 41 3
11 3.38 8.32 10.57 16.89 23 147 35 3
11 3.61 8.71 11.14 11.75 13 153 50 3
11 3.44 8.76 11 9.5 18 135 34 3
11 3.44 8.28 11.18 12.67 999 145 35 3
12 3.24 8.24 11.77 9.3 10 143 35 3
12 3.43 8.4 10.87 15.3 12 153 39 3
11 3.31 8.17 10.76 12.93 999 144 34 3
11 3.65 8.94 11.53 10.9 7 143 43 3
11 3.4 7.94 9.96 9.22 11 139 32 3
11 3.42 8.84 11.17 999 999 146 31 3
12 3.46 8.99 11.41 11.19 6 153 42 3
12 3.33 8.38 11.32 10.98 4 163 58 2
12 3.42 8.43 11.29 14.97 12 135 33 3
12 3.76 8.42 10.43 10.41 15 153 41 3
11 3.75 8.61 11.68 12.66 17 152 42 3
12 3.62 8.1 10.46 10.13 23 152 40 3
11 4.19 9.18 14.01 11.83 11 154 45 3
11 3.78 8.55 12.54 12.41 17 142 36 3
11 3.61 8.47 11.67 12.29 15 142 38 3
12 3.6 8.32 11.17 12.53 20 152 40 3
11 3.44 8.57 11.38 12.55 10 153 39 3
11 3.68 8.56 12.11 11.91 21 156 41 3
12 3.71 8.61 10.51 12.21 19 141 35 3
12 3.62 7.97 10.82 10.11 9 152 39 3
11 3.76 8.74 11.92 999 12 150 42 3
12 3.47 8.1 10.86 8.79 21 149 38 3
12 3.78 8.49 11.39 8.19 11 147 34 3
11 3.83 8.12 10.6 11.56 21 143 36 3
12 3.63 8.48 11.72 10.29 13 150 39 3
11 3.56 8.02 11.96 11.23 20 145 36 3
11 3.9 8.22 10.5 9.22 20 143 33 2
11 3.75 8.82 11.9 11.82 18 159 40 3
12 3.72 8.33 13.81 11.46 19 147 38 3
11 999 999 999 999 20 -99 -99 3
12 3.85 8.66 14.34 13.66 22 157 42 3
12 4.12 999 12.38 14.03 20 150 49 3
11 3.76 8.17 10.88 12.43 18 135 29 3
11 999 999 999 999 15 -99 -99 3
12 3.87 8.87 11.48 11.56 15 152 51.5 3
11 3.68 8.68 11.2 10.37 19 154 38.3 3
11 3.6 8.57 11.36 11.13 21 160 44 3
12 3.69 7.92 11.94 9.66 21 138 32.5 3
11 3.84 8.68 11.57 11.27 23 157 40.1 3
12 3.62 8.59 11.29 10.46 21 143 37.4 3
11 3.93 8.88 12.35 13 20 141 37.7 3
11 3.84 8.57 11.28 11.44 22 134 29 3
12 3.84 8.78 12.54 10.15 14 158 44.7 3
11 3.47 7.6 11.31 12.23 17 150 35.4 3
12 3.72 8.22 11.75 10.43 21 141 33 3
11 3.71 8.28 12.24 10.63 21 146 38.3 3
11 3.86 8.88 13.46 12.76 22 153 34.6 3
11 3.87 8.34 11.79 12.63 21 150 38.2 3
11 3.69 8.2 10.88 10.26 21 142 34.1 3
11 3.68 8.22 10.92 11.58 21 151 39.5 3
12 4.16 9.06 12.9 11.73 20 156 41.1 3
11 3.82 8.54 12.35 11.07 16 144 34.6 3
11 3.63 7.38 11.39 14.57 14 150 36.5 3
11 3.67 8.48 12.44 9.56 19 153 41.9 3
11 3.86 8.28 11.68 10.5 15 156 38.9 3
11 3.87 8.24 13.44 12.7 22 149 39.6 3
11 3.64 8.33 11.24 11.36 14 148 36 3
11 3.81 9.81 12.46 14.84 21 156 45 3
11 3.76 8.43 11.97 15.17 18 155 39.6 3
11 3.78 8.29 12.12 12.95 23 141 34.1 3
11 3.64 8.61 11.4 12.56 20 159 46.2 3
11 3.88 9.11 12.98 11.91 17 151 34.1 3
11 3.73 7.96 11.38 14.13 21 152 42.1 3
11 4.28 8.2 11.03 19.44 19 142 36.7 3
11 3.82 7.96 10.84 11.24 19 158 47.6 3
11 3.77 7.81 12.84 12.14 15 150 35.6 3
12 999 999 999 999 21 145 33 3
12 3.93 8.99 11.45 15.55 17 149 38 3
12 3.68 8.34 11.43 13.3 18 142 33 3
11 3.81 8.88 10.93 12.61 20 152 35 3
12 3.87 8.82 10.87 10.9 17 143 36 3
11 3.93 8.63 11.79 11.89 16 137 30 3
11 3.93 8.82 10.94 12.3 15 144 34 3
12 3.94 9.19 12.01 13.6 18 134 28 3
12 3.81 8.78 11.31 12.32 19 152 39 3
12 3.78 8.51 10.88 13.96 19 143 34 3
12 3.91 9.63 12.5 12.1 14 147 30 3
11 3.83 8.61 999 14.77 21 139 34.5 3
12 3.94 9.68 12.63 11.38 999 148 45 3
11 3.73 8.88 10.53 11.77 19 156 45 3
12 3.87 8.69 12.37 11.38 999 136 29 3
12 3.6 9.19 11.32 10.28 18 150 39 3
11 4.01 9.02 11.07 11.31 999 139 36 3
11 3.98 9.47 11.88 13.28 21 146 32 3
11 3.87 9.72 11.81 12.64 21 147 39 3
11 3.62 9.47 12.14 11.84 17 155 40 3
11 3.93 9.7 11.99 12.09 18 145 37 3
12 3.9 9.92 13.63 15 999 160 47 3
12 3.84 9.31 11.54 12.51 22 147 35 3
12 3.87 9.16 11.79 11.86 999 150 40 3
12 3.7 9.4 12.57 12.2 999 149 39 3
11 3.66 9.03 10.96 10.75 999 151 34 3
11 3.8 9.11 11.24 12.74 19 139 35 3
11 3.54 8.72 10.56 12.96 22 151 42 3
12 3.76 9.97 13.35 10.46 999 167 62 1
11 4.04 999 11.86 999 19 163 60 3
11 4.09 9.18 12.11 10.66 22 153 43 3
12 3.87 9.21 12.31 11.28 17 150 45 3
12 3.78 9.02 12.08 10.25 19 150 -99 3
12 3.6 8.21 11.97 12.72 18 149 -99 3
11 3.73 8.65 11.41 9.91 15 155 37 3
11 3.8 8.38 11.44 11.63 6 154 43 3
11 3.81 8.86 11.13 8.91 16 160 39 3
